cornerpt,cornerx,cornery,cell_name
za4,NA,NA,a4-z*a4
a4,300910.3982,1565008.65,a4-z*a4
z4a,300901.3365,1565006.472,a4-z*a4
z*a4,300902.183214,1564996.84958,a4-z*a4
