cornerpt,cornerx,cornery,cell_name
c1,300926.070227,1565042.36601,c1-d2
d1,300936.047188,1565043.11441,c1-d2
d2,300937.060339,1565032.93528,c1-d2
c2,300927.1523,1565031.611,c1-d2
