cornerpt,cornerx,cornery,cell_name
a3,300911.1254,1565019.381,a3-b4
b3,300919.5169,1565019.093,a3-b4
b4,300920.071,1565008.926,a3-b4
a4,300910.3982,1565008.65,a3-b4
