cornerpt,cornerx,cornery,cell_name
e1,300944.187988,1565045.13157,e1-ze2
ze1,300953.0077,1565045.654,e1-ze2
ze2,300954.0598,1565037.585,e1-ze2
e2,NA,NA,e1-ze2
