island,site,quaddiag,species,leftdist,rightdist,tag,RKPx,RKPy,LKPx,LKPy
rota,isa,a2-za3,guamia,4.7,3.71,14163,300911.1254,1565019.381,300907.4329,1565028.08
rota,isa,a2-za3,aglaia,1.02,6.99,14164,300911.1254,1565019.381,300907.4329,1565028.08
rota,isa,a2-za3,premna,6.32,6.77,14165,300911.1254,1565019.381,300907.4329,1565028.08
rota,isa,a2-za3,aglaia,6.48,6.39,14166,300911.1254,1565019.381,300907.4329,1565028.08
rota,isa,a2-za3,aglaia,2.18,6.49,14167,300897.8832,1565024.791,300899.389816,1565016.21625
