cornerpt,cornerx,cornery,cell_name
c4,300929.306,1565012.866,c4-z4d
d4,300939.562236,1565013.40083,c4-z4d
z4d,NA,NA,c4-z4d
z4c,300931.7371,1565002.911,c4-z4d
