cornerpt,cornerx,cornery,cell_name
z0a,300890.548459,1565046.58884,a0-z0b
z0b,300911.2697,1565058.485,a0-z0b
b0,300911.9849,1565050.29475,a0-z0b
a0,300900.8091,1565049.016,a0-z0b
