cornerpt,cornerx,cornery,cell_name
a2,300907.4329,1565028.08,a2-b3
b2,300918.1073,1565030.464,a2-b3
b3,300919.5169,1565019.093,a2-b3
a3,300911.1254,1565019.381,a2-b3
