dataout_unk_x,dataout_unk_y,dataout_issue,dataout_tag
275592.454323219,1497677.93017459,Okay,289
275591.509755919,1497677.7761861,Okay,290
275589.95544327,1497678.96490013,Okay,291
275589.987298117,1497678.34171598,Okay,292
NA,NA,Corner_missing,293
275590.224060733,1497677.19957065,Okay,294
NA,NA,Distances_too_small,295
NA,NA,Distances_too_small,296
275585.434698203,1497679.58040761,Okay,297
275583.225940793,1497679.23415503,Okay,298
275582.46424441,1497678.29867842,Okay,299
275582.86437581,1497677.1992681,Okay,300
275592.143605603,1497676.43822493,Okay,301
275588.997497578,1497673.08724568,Okay,302
275588.267225605,1497674.63588127,Okay,303
275586.823235406,1497671.49356224,Okay,304
275585.682679962,1497670.18226696,Okay,305
